item_name,store_name,category,OOS_days,Avg_NS_Percentage,Avg_Margin_Percentage,avg_loss_sale_quantity,avg_loss_net_sale,avg_loss_mergin,total_loss_sale_quantity,total_loss_net_sale,total_loss_mergin
AULS495528-Patons Lucky 8 White QLD 88g,AULS.OOL101,confectionary,7,0.06960008928738229,0.0728039985582735,0.6666666666666666,5.381666666666667,3.3816666666666664,4.666666666666666,37.67166666666667,23.671666666666663
AULS495822-Toblerone Gift Pouch 120g,AULS.OOL101,confectionary,7,0.009570611038966951,0.009983637042164121,0.0,0.0,0.0,0.0,0.0,0.0
AULS502396-RRD MIXED NUT BAL VINEGAR & CH,AULS.OOL103,confectionary,7,0.04421313520641747,0.04861818016074385,0.0,0.0,0.0,0.0,0.0,0.0
AULS505784-PEZ Toy Story 4  Dispenser17g,AULS.SYD201,confectionary,7,0.05635293644616813,0.05194823042750782,0.9166666666666666,4.1433333333333335,2.3099999999999996,6.416666666666666,29.003333333333334,16.169999999999998
AULS507864-Go Nat Probiotic Chips Rsmry&S,AULS.SYD201,confectionary,7,0.031501125240557114,0.02863680559611624,4.0,24.0,13.079999999999995,28.0,168.0,91.55999999999996
AULS167586-Tim Tam Classic Dark 200g,AULS.SYD201,confectionary,7,0.04675298930821472,0.028138624814900065,0.35,1.75,0.637,2.4499999999999997,12.25,4.459
AULS505074-NB Nut Butter Ball D Cherry Ch,AULS.SYD201,confectionary,7,0.04147509629297625,0.039304745773193754,0.5,2.495,1.4300000000000002,3.5,17.465,10.010000000000002
AULS500126-Doritos Mexican Jalapeno 150g,AULS.SYD201,confectionary,7,0.00981812775472509,0.00864085975695649,0.0,0.0,0.0,0.0,0.0,0.0
AULS463392-PEZ Trolls Dispenser 17g,AULS.SYD201,confectionary,7,0.028176468223084065,0.026077187099522767,0.4,1.8079999999999998,1.0119999999999998,2.8000000000000003,12.655999999999999,7.083999999999999
AULS491351-Cookie+Prot. Pnut Btr 113g,AULS.SYD203,confectionary,7,0.03203785152191792,0.031765316911205516,0.8,3.632,2.192,5.6000000000000005,25.424,15.344000000000001
AULS181945-Nobbys Porky Bits SpicyBBQ 25g,AULS.SYD203,confectionary,7,0.08898619112145041,0.09935356420767562,1.1875,3.74375,2.5443749999999996,8.3125,26.20625,17.810624999999998
AULS100258-Mint Pattie 20g,AULS.SYD203,confectionary,7,0.002526332785208505,0.002991040789449278,0.0,0.0,0.0,0.0,0.0,0.0
AULS491352-Cookie+Prot. Oatml Raisin 113g,AULS.SYD203,confectionary,7,0.0384454218263015,0.038118380293446615,0.29411764705882354,1.335294117647059,0.8058823529411765,2.058823529411765,9.347058823529412,5.641176470588236
AULS100285-Violet Crumble Bar 50g,AULS.SYD204,confectionary,7,0.04415325618583615,0.046343590766078024,0.3333333333333333,1.05,0.6699999999999999,2.333333333333333,7.3500000000000005,4.6899999999999995
AULS491351-Cookie+Prot. Pnut Btr 113g,AULS.SYD204,confectionary,7,0.06361339502329726,0.06324129537264635,0.23809523809523808,1.0804761904761904,0.6519047619047621,1.6666666666666665,7.563333333333333,4.563333333333334
AULS481878-BD Paleo Cacao Mint 45g,AULS.SYD204,confectionary,7,0.12510089252653572,0.11235626365961943,0.8461538461538461,3.8053846153846154,2.087692307692308,5.923076923076923,26.63769230769231,14.613846153846158
AULS481879-BD Paleo Lamington 45g,AULS.SYD204,confectionary,7,0.12512425403774516,0.1123947550140763,1.0,4.449,2.419,7.0,31.143,16.933
AULS100285-Violet Crumble Bar 50g,AULS.SYD208,confectionary,7,0.00811115422754646,0.00857530482862189,0.0,0.0,0.0,0.0,0.0,0.0
AULS100198-CAD Caramello 55g,AULS.SYD208,confectionary,7,0.014188082474216187,0.013950869049549048,0.1,0.236,0.12399999999999997,0.7000000000000001,1.652,0.8679999999999998
AULS316322-Europe Summer Roll 40g,AULS.SYD208,confectionary,7,0.20898453241513354,0.22091009155524458,1.25,3.900500000000001,2.4880000000000004,8.75,27.303500000000007,17.416000000000004
AULS494640-Ironman Energy Bar Caramel 60g,AULS.SYD208,confectionary,7,0.031672126031371886,0.030802836250074662,0.2857142857142857,0.8557142857142858,0.4928571428571428,2.0,5.99,3.4499999999999997
AULS487813-Cheetos Puffs 90g,AULS.SYD215,confectionary,7,0.19820609543717504,0.22928028015150162,0.46153846153846156,1.5184615384615383,1.0292307692307692,3.230769230769231,10.629230769230768,7.204615384615384
AULS494641-Ironman Energy Bar Choc 60g,AULS.SYD301,confectionary,7,0.020446526189815444,0.01943626931796159,0.2727272727272727,0.8027272727272727,0.4563636363636363,1.909090909090909,5.619090909090909,3.1945454545454544
AULS494626-HL ESPRESSO HEMP ENR BALL,AULS.SYD301,confectionary,7,0.02078787053355193,0.02121088521221026,0.4,1.6239999999999999,1.004,2.8000000000000003,11.367999999999999,7.0280000000000005
AULS100285-Violet Crumble Bar 50g,AULS.SYD301,confectionary,7,0.13390938604782301,0.1403918351894501,1.3333333333333333,4.183888888888889,2.657222222222222,9.333333333333332,29.287222222222226,18.60055555555555
AULS176248-Go Nat Macadamia/Apricot 40g,AULS.SYD301,confectionary,7,0.024645061617774206,0.025238981607092155,0.5,1.805,1.12,3.5,12.635,7.840000000000001
AULS486120-TNCC Sour Patch Max 170g,AULS.SYD301,confectionary,7,0.03085752867377823,0.029407920533263618,1.0,4.52,2.6099999999999994,7.0,31.639999999999997,18.269999999999996
AULS488445-Kinder Chocobons 46g,AULS.SYD301,confectionary,7,0.00614419818725673,0.0025915025757282132,0.1111111111111111,0.20000000000000007,0.051111111111111135,0.7777777777777777,1.4000000000000004,0.35777777777777797
AULS502401-Smiths Crinkle Sthn F Chkn 80g,AULS.SYD301,confectionary,7,0.017749905874297214,0.01814051803009749,0.5,1.805,1.145,3.5,12.635,8.015
AULS498769-Kit Kat Red Velvet KS 65g,AULS.SYD301,confectionary,7,0.033246939079933625,0.02135172774349984,0.5,1.3525,0.5025000000000001,3.5,9.467500000000001,3.5175000000000005
AULS503880-Nutri Grain Pot,AULS.SYD301,confectionary,7,0.0062295342731908485,0.005436521707777661,0.0,0.0,0.0,0.0,0.0,0.0
AULS503881-Coco Pops Pot,AULS.SYD301,confectionary,7,0.020804937750738755,0.019802459899314496,0.125,0.508125,0.2931250000000001,0.875,3.5568750000000002,2.051875000000001
AULS483774-PL Snack Dept Lemn Slted Almod,AULS.SYD301,confectionary,7,0.018569132299264778,0.015323667404305952,0.2857142857142857,0.7771428571428572,0.3885714285714286,2.0,5.44,2.72
