item_name,store_name,category,OOS_days,date_list,OOS_lastDay,avg_loss_sale_quantity,avg_loss_net_sale,avg_loss_mergin,total_loss_sale_quantity,total_loss_net_sale,total_loss_mergin
NZLS153977-Go Nat Yog Almond/Apricot 40g,NZLS.AKL202,beverage,4,"[Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.44,1.3282135673797768,0.8253794112269154,1.76,5.312854269519107,3.3015176449076615
NZLS162602-TNCC Party Mix 240g,NZLS.AKL202,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.5454545454545454,3.4708023737096685,2.0246347179973068,3.818181818181818,24.29561661596768,14.172443025981147
NZLS167914-Pringles Salt & Vinegar 53g,NZLS.AKL202,beverage,5,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00')]",0,0.9333333333333333,3.3302858535990727,1.9138172731151337,4.666666666666667,16.651429267995365,9.569086365575668
NZLS184189-Soothers Black Current 10pk,NZLS.AKL202,beverage,2,"[Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00')]",0,0.6666666666666666,1.3232834223874632,0.805211867563303,1.3333333333333333,2.6465668447749264,1.610423735126606
NZLS108031-SB grainwave sourcrem chiv 40g,NZLS.AKL202,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,1.0476190476190477,1.8302292575468657,0.9969612273506951,7.333333333333334,12.811604802828061,6.978728591454866
NZLS185728-Magnum Doub Dipped Class 85ml,NZLS.AKL202,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,1.0,3.894679100383982,1.8467727189614185,7.0,27.262753702687874,12.92740903272993
NZLS185729-Magnum Double Dipped Duet 85ml,NZLS.AKL202,beverage,5,"[Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.5833333333333334,2.319513012738465,1.1249009569086363,2.916666666666667,11.597565063692326,5.6245047845431815
AULS491249-M&M'S POUCH CHOCO 440G,AULS.AVV102,beverage,3,"[Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.07407407407407407,0.8748148148148148,0.5162962962962964,0.2222222222222222,2.6244444444444444,1.548888888888889
AULS181945-Nobbys Porky Bits SpicyBBQ 25g,AULS.AVV103,beverage,5,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00')]",0,0.17647058823529413,0.5558823529411764,0.38000000000000006,0.8823529411764707,2.779411764705882,1.9000000000000004
AULS316286-RRD Honey Soy 90g,AULS.AVV103,beverage,1,[Timestamp('2019-11-28 00:00:00')],0,0.21428571428571427,0.8699999999999999,0.5399999999999999,0.21428571428571427,0.8699999999999999,0.5399999999999999
