SKU,Store,category,OOS_days_x,date_list,OOS_lastDay_x,avg_loss_sale_quantity,avg_loss_net_sale,avg_loss_mergin,total_loss_sale_quantity,total_loss_net_sale,total_loss_mergin,Category_x,Category_y,State,City,BU,Concept,Brand,OOS_days_y,Date_list,OOS_lastDay_y,Avg Loss Sale qty,Avg Loss Net Sales,Avg Loss Margin,Total Loss Sale qty,Total Loss Net Sales,Total Loss Margin
AULS505699-18th Abduction,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.09090909361839294,1.7345454692840576,0.9081817865371704,0.6363636553287506,12.141818284988403,6.357272505760193,03-Books,03-Books,QLD,Townsville,BNC,Newslink,RAND-Random House Publishing,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.090909091,1.734545455,0.908181818,0.636363636,12.14181818,6.357272727000001
AULS448865-LM7 Grumpiest Gecko Little Mat,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.1428571492433548,0.5199999809265137,0.27714285254478455,1.0000000447034836,3.6399998664855957,1.9399999678134918,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,SCHO-Scholastic Australia Pty Ltd,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.14285714300000002,0.52,0.276814286,1.0,3.64,1.9377
AULS45669644125-Aussie Soles Kids Star PIK/DIA,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS45780502510-M BbyAlp/fineMerWolBlndStrpSok,AULS.OOL104,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Gold Coast,Specialty,Discover,AM-Australian Made,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS473931420XXL-AM ADULT ABORIGINAL AUSTRALIA,AULS.OOL104,,1,['2019-11-30'],1,0.0357142873108387,0.6485714316368103,0.4074999988079071,0.0357142873108387,0.6485714316368103,0.4074999988079071,03-Books,09-Apparel,QLD,Gold Coast,Specialty,Discover,AM-Australian Made,1.0,['2019-11-30'],1.0,0.035714286,0.648571429,0.4075,0.035714286,0.648571429,0.4075
AULS498187-Child Called It (updated editi,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,HODD-HODD,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS485394-Wheres Wally? Games on the Go!,AULS.OOL104,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.06666667014360428,1.0299999713897705,0.5559999942779541,0.46666669100522995,7.2099997997283936,3.8919999599456787,03-Books,03-Books,QLD,Gold Coast,Specialty,Discover,WALK-Walker,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.066666667,1.03,0.5562733329999999,0.46666666700000003,7.21,3.893913333
AULS501328-Stop Doing That Sh*T,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Townsville,BNC,Newslink,HARP-Harper Collins,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS505477-Alphaprints Magical Creatures,AULS.OOL101,,4,"['2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.07999999821186066,0.9448000192642212,0.47279998660087585,0.3199999928474426,3.7792000770568848,1.8911999464035034,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,PANM-PANM,4.0,"['2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.08,0.9448,0.47245200000000004,0.32,3.7792,1.8898080000000002
AULS465867-Truly Madly Guilty,AULS.OOL114,,3,"['2019-11-26', '2019-11-27', '2019-11-28']",0,0.0625,0.965624988079071,0.5068749785423279,0.1875,2.896874964237213,1.5206249356269836,03-Books,03-Books,QLD,Gold Coast,BNC,Relay,PANM-PANM,3.0,"['2019-11-26', '2019-11-27', '2019-11-28']",0.0,0.0625,0.965625,0.5071625,0.1875,2.896875,1.5214875
AULS4712161-QLD StateOfOrigin Orig Ftysuit,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.1666666716337204,2.765000104904175,0.11833333224058151,1.1666667014360428,19.355000734329224,0.8283333256840706,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.166666667,2.765,0.11833333300000001,1.166666667,19.355,0.828333333
AULS4793222XL-RLWC17 Mens AUS SS Tee GREEN,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS500302-Talking with Serial Killers,AULS.OOL101,,2,"['2019-11-24', '2019-11-25']",0,0.4545454680919647,8.672727584838867,4.5409088134765625,0.9090909361839294,17.345455169677734,9.081817626953125,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,ALUN-ALUN,2.0,"['2019-11-24', '2019-11-25']",0.0,0.454545455,8.672727273,4.541109091,0.9090909090000001,17.34545455,9.082218182
AULS46973166518-GC2018-WOMENS HD LOGO TEE,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS502529-Age of Conquests,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,ALUN-ALUN,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS503693-Answering the Call,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.07692307978868484,2.1669230461120605,1.1184614896774292,0.5384615585207939,15.168461322784424,7.829230427742004,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,WDLN-Woodslane,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.076923077,2.166923077,1.118261538,0.538461538,15.16846154,7.827830769
AULS505593-Jingle Bells Something Smells!,AULS.OOL101,,4,"['2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.03846153989434242,0.5242307782173157,0.32769232988357544,0.1538461595773697,2.0969231128692627,1.3107693195343018,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,SCHO-Scholastic Australia Pty Ltd,4.0,"['2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.038461537999999997,0.524230769,0.327692308,0.153846154,2.096923077,1.3107692309999999
AULS46969942012-TeamAUS-CWG KIDS HOODED SWEAT,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS495363GREEN10Y-BBL19 MEL STARS K ONFLD JERSEY,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Gold Coast,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS41527508508-TIDAL 3/4 CHESTNUT,AULS.OOL104,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Gold Coast,Specialty,Discover,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS454657242S-Adult tee Navy Patch Grey Tee,AULS.OOL104,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Gold Coast,Specialty,Discover,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS46973166516-GC2018-WOMENS HD LOGO TEE,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS492136-Pearl #1: Pearl the Magical Un,AULS.OOL101,,2,"['2019-11-27', '2019-11-28']",0,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,SCHO-Scholastic Australia Pty Ltd,2.0,"['2019-11-27', '2019-11-28']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS502558-Reckoning,AULS.OOL103,,6,"['2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.05263157933950424,1.0042104721069336,0.5684210658073425,0.31578947603702545,6.025262832641602,3.410526394844055,03-Books,03-Books,QLD,Gold Coast,BNC,Hub,HODD-HODD,6.0,"['2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.052631579000000005,1.004210526,0.568515789,0.31578947399999996,6.025263158,3.411094737
AULS506473-Things We Cannot Say,AULS.TSV101,,3,"['2019-11-24', '2019-11-25', '2019-11-26']",0,0.21739129722118378,4.147826194763184,2.171739101409912,0.6521738916635513,12.44347858428955,6.515217304229736,03-Books,03-Books,QLD,Townsville,BNC,Newslink,HODD-HODD,3.0,"['2019-11-24', '2019-11-25', '2019-11-26']",0.0,0.21739130399999998,4.147826086999999,2.17173913,0.6521739129999999,12.44347826,6.515217391
AULS506791L-NRL Cowboys Hawaiian Shirt MEN,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS454608041XXL-SWAGMAN CRUSHABLE HAT,AULS.OOL104,,2,"['2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Gold Coast,Specialty,Discover,None,2.0,"['2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS456359-Mindful Leader,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,WILY-WILY,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS500302-Talking with Serial Killers,AULS.OOL104,,3,"['2019-11-24', '2019-11-25', '2019-11-26']",0,0.2857142984867096,5.451428413391113,2.854285717010498,0.8571428954601288,16.35428524017334,8.562857151031494,03-Books,03-Books,QLD,Gold Coast,Specialty,Discover,ALUN-ALUN,3.0,"['2019-11-24', '2019-11-25', '2019-11-26']",0.0,0.28571428600000004,5.451428571,2.854407143,0.857142857,16.35428571,8.563221429
AULS501290-See What You Made Me Do,AULS.OOL101,,4,"['2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.03846153989434242,1.1884615421295166,0.6115384697914124,0.1538461595773697,4.753846168518066,2.4461538791656494,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,PENG-Pengiun Books,4.0,"['2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.038461537999999997,1.1884615379999999,0.6115384620000001,0.153846154,4.753846154,2.446153846
AULS473946041S-LADIES ABORIGINAL FIRESTONE,AULS.OOL104,,3,"['2019-11-24', '2019-11-25', '2019-11-26']",0,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Gold Coast,Specialty,Discover,None,3.0,"['2019-11-24', '2019-11-25', '2019-11-26']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS469718740L-GC2018-MENS EMBLEM TEE,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS502014WHITE1-MG FRANKIE P TEE,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Gold Coast,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS490498-Happiest Kids in the World,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Townsville,BNC,Newslink,RAND-Random House Publishing,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS501462-Toy Story 4: Activity Bag,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Townsville,BNC,Newslink,SCHO-Scholastic Australia Pty Ltd,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS448871-LM13 Messiest Magpie Little Ma,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.125,0.45500001311302185,0.24124999344348907,0.875,3.185000091791153,1.6887499541044235,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,SCHO-Scholastic Australia Pty Ltd,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.125,0.455,0.24181875,0.875,3.185,1.69273125
AULS4565932XL-Adults tee/Aus roo mdrn D blue,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS498673PRINT1-MG LEO LONG SLEEVE Storytime,AULS.OOL101,,2,"['2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Gold Coast,BNC,Newslink,None,2.0,"['2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS456220-Worlds Worst Children,AULS.OOL101,,1,['2019-11-24'],0,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,HARP-Harper Collins,1.0,['2019-11-24'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS448872-LM14 Nervous Numbat Little Mat,AULS.OOL104,,3,"['2019-11-28', '2019-11-29', '2019-11-30']",1,0.07692307978868484,0.3076923191547394,0.17615383863449097,0.23076923936605453,0.9230769574642181,0.5284615159034729,03-Books,03-Books,QLD,Gold Coast,Specialty,Discover,SCHO-Scholastic Australia Pty Ltd,3.0,"['2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.076923077,0.307692308,0.17651923100000003,0.23076923100000002,0.923076923,0.529557692
AULS48331100-SUPERCARS Girls Bodysuit YLW,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.10000000149011612,0.8709999918937683,0.0,0.7000000104308128,6.096999943256378,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.1,0.871,-0.579,0.7,6.097,-4.053
AULS486014NVYXL-W18 COWBOYS W'47 CLUBCourts LS,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS503498-House Next Door,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Townsville,BNC,Newslink,RAND-Random House Publishing,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS257851-If I Am Missing Or Dead,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,RAND-Random House Publishing,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS505451-Talking With Psychopaths and S,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.1428571492433548,2.7257142066955566,1.427142858505249,1.0000000447034836,19.079999446868896,9.990000009536743,03-Books,03-Books,QLD,Townsville,BNC,Newslink,ALUN-ALUN,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.14285714300000002,2.725714286,1.4271714290000002,1.0,19.08,9.9902
AULS505483-Ruin of Kings,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.10000000149011612,1.7260000705718994,0.8630000352859497,0.7000000104308128,12.082000494003296,6.041000247001648,03-Books,03-Books,QLD,Townsville,BNC,Newslink,PANM-PANM,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.1,1.726,0.8627600000000001,0.7,12.082,6.03932
AULS47004171MOS-KANGAROOS SNAPBACK CAP,AULS.TSV101,,2,"['2019-11-29', '2019-11-30']",1,0.07407407462596893,0.33666667342185974,0.0,0.14814814925193787,0.6733333468437195,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,2.0,"['2019-11-29', '2019-11-30']",1.0,0.074074074,0.33666666700000003,-0.796666667,0.148148148,0.673333333,-1.5933333330000001
AULS505618-Excuse Me Santa! (Plus Letter,AULS.OOL101,,5,"['2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.25,2.6441667079925537,1.2141666412353516,1.25,13.220833539962769,6.070833206176758,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,SCHO-Scholastic Australia Pty Ltd,5.0,"['2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.25,2.644166667,1.213879167,1.25,13.22083333,6.069395833
AULS500419-Blossom Possum,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,SCHO-Scholastic Australia Pty Ltd,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS4833133-SUPERCARS T-Shirt Blue,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS401141-Temple,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,PANM-PANM,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS47777914-COWBOYS YOUTH REFLECT LOGO TEE,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Townsville,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS501318-Those Other Women,AULS.TSV101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.10526315867900848,2.008420944213867,1.0242104530334473,0.7368421107530594,14.05894660949707,7.169473171234131,03-Books,03-Books,QLD,Townsville,BNC,Newslink,HARP-Harper Collins,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.10526315800000001,2.008421053,1.0242105259999998,0.736842105,14.05894737,7.169473684
AULS503709-Minnie Mouse: Ultimate Colouri,AULS.OOL101,,4,"['2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.03999999910593033,0.36320000886917114,0.2680000066757202,0.1599999964237213,1.4528000354766846,1.0720000267028809,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,SCHO-Scholastic Australia Pty Ltd,4.0,"['2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.04,0.3632,0.267852,0.16,1.4528,1.071408
AULS496693PINK0-GIRLS T - ENJOY THE RIDE,AULS.OOL101,,7,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1,0.0,0.0,0.0,0.0,0.0,0.0,03-Books,09-Apparel,QLD,Gold Coast,BNC,Newslink,None,7.0,"['2019-11-24', '2019-11-25', '2019-11-26', '2019-11-27', '2019-11-28', '2019-11-29', '2019-11-30']",1.0,0.0,0.0,0.0,0.0,0.0,0.0
AULS506090-Frozen 2: Classic Collection (,AULS.OOL101,,1,['2019-11-30'],1,0.1428571492433548,1.7461904287338257,0.9733332395553589,0.1428571492433548,1.7461904287338257,0.9733332395553589,03-Books,03-Books,QLD,Gold Coast,BNC,Newslink,SCHO-Scholastic Australia Pty Ltd,1.0,['2019-11-30'],1.0,0.14285714300000002,1.746190476,0.973961905,0.14285714300000002,1.746190476,0.973961905
